TOWN,LON,LAT,MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
Nahant,-70.955,42.255,24.0,0.00632,18.0,2.31,0,0.5379999999999999,6.575,65.2,4.09,1,296,15.3,396.9,4.98
Swampscott,-70.95,42.2875,21.6,0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14
Swampscott,-70.936,42.283,34.7,0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242,17.8,392.83,4.03
Marblehead,-70.928,42.293,33.4,0.03237,0.0,2.18,0,0.458,6.997999999999998,45.8,6.0622,3,222,18.7,394.63,2.94
Marblehead,-70.922,42.298,36.2,0.06905,0.0,2.18,0,0.458,7.147,54.2,6.0622,3,222,18.7,396.9,5.33
Marblehead,-70.9165,42.303999999999995,28.7,0.02985,0.0,2.18,0,0.458,6.43,58.7,6.0622,3,222,18.7,394.12,5.21
Salem,-70.936,42.297,22.9,0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311,15.2,395.6,12.43
Salem,-70.9375,42.31,22.1,0.14455,12.5,7.87,0,0.524,6.1720000000000015,96.1,5.9505,5,311,15.2,396.9,19.15
Salem,-70.933,42.312,16.5,0.21124,12.5,7.87,0,0.524,5.631,100.0,6.0821,5,311,15.2,386.63,29.93
Salem,-70.929,42.316,18.9,0.17004,12.5,7.87,0,0.524,6.004,85.9,6.5921,5,311,15.2,386.71,17.1
Salem,-70.935,42.316,15.0,0.22489,12.5,7.87,0,0.524,6.377000000000002,94.3,6.3467,5,311,15.2,392.52,20.45
Salem,-70.944,42.317,18.9,0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,5,311,15.2,396.9,13.27
Salem,-70.95100000000001,42.306000000000004,21.7,0.09378,12.5,7.87,0,0.524,5.8889999999999985,39.0,5.4509,5,311,15.2,390.5,15.71
Lynn,-70.9645,42.292,20.4,0.62976,0.0,8.14,0,0.5379999999999999,5.949,61.8,4.7075,4,307,21.0,396.9,8.26
Lynn,-70.972,42.287,18.2,0.6379600000000001,0.0,8.14,0,0.5379999999999999,6.096,84.5,4.4619,4,307,21.0,380.02,10.26
Lynn,-70.9765,42.294,19.9,0.62739,0.0,8.14,0,0.5379999999999999,5.834,56.5,4.4986,4,307,21.0,395.62,8.47
Lynn,-70.987,42.2985,23.1,1.05393,0.0,8.14,0,0.5379999999999999,5.935,29.3,4.4986,4,307,21.0,386.85,6.58
Lynn,-70.97800000000001,42.285,17.5,0.7842,0.0,8.14,0,0.5379999999999999,5.99,81.7,4.2579,4,307,21.0,386.75,14.67
Lynn,-70.9925,42.2825,20.2,0.80271,0.0,8.14,0,0.5379999999999999,5.456,36.6,3.7965,4,307,21.0,288.99,11.69
Lynn,-70.988,42.2776,18.2,0.7258,0.0,8.14,0,0.5379999999999999,5.727,69.5,3.7965,4,307,21.0,390.95,11.28
Lynn,-70.9835,42.277,13.6,1.25179,0.0,8.14,0,0.5379999999999999,5.57,98.1,3.7979,4,307,21.0,376.57,21.02
Lynn,-70.982,42.281000000000006,19.6,0.8520399999999999,0.0,8.14,0,0.5379999999999999,5.965,89.2,4.0123,4,307,21.0,392.53,13.83
Lynn,-70.9775,42.278999999999996,15.2,1.2324700000000002,0.0,8.14,0,0.5379999999999999,6.142,91.7,3.9769,4,307,21.0,396.9,18.72
Lynn,-70.973,42.278999999999996,14.5,0.98843,0.0,8.14,0,0.5379999999999999,5.813,100.0,4.0952,4,307,21.0,394.54,19.88
Lynn,-70.9693,42.2816,15.6,0.75026,0.0,8.14,0,0.5379999999999999,5.924,94.1,4.3996,4,307,21.0,394.33,16.3
Lynn,-70.964,42.284,13.9,0.84054,0.0,8.14,0,0.5379999999999999,5.599,85.7,4.4546,4,307,21.0,303.42,16.51
Lynn,-70.9597,42.287,16.6,0.67191,0.0,8.14,0,0.5379999999999999,5.813,90.3,4.6819999999999995,4,307,21.0,376.88,14.81
Lynn,-70.9597,42.2825,14.8,0.95577,0.0,8.14,0,0.5379999999999999,6.0470000000000015,88.8,4.4534,4,307,21.0,306.38,17.28
Lynn,-70.957,42.28,18.4,0.77299,0.0,8.14,0,0.5379999999999999,6.495,94.4,4.4547,4,307,21.0,387.94,12.8
Lynn,-70.95100000000001,42.278,21.0,1.00245,0.0,8.14,0,0.5379999999999999,6.674,87.3,4.239,4,307,21.0,380.23,11.98
Lynn,-70.967,42.278999999999996,12.7,1.13081,0.0,8.14,0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,360.17,22.6
Lynn,-70.964,42.2765,14.5,1.35472,0.0,8.14,0,0.5379999999999999,6.072,100.0,4.175,4,307,21.0,376.73,13.04
Lynn,-70.972,42.2765,13.2,1.38799,0.0,8.14,0,0.5379999999999999,5.95,82.0,3.99,4,307,21.0,232.6,27.71
Lynn,-70.9795,42.276,13.1,1.15172,0.0,8.14,0,0.5379999999999999,5.7010000000000005,95.0,3.7872,4,307,21.0,358.77,18.35
Lynn,-70.9775,42.272,13.5,1.61282,0.0,8.14,0,0.5379999999999999,6.096,96.9,3.7598,4,307,21.0,248.31,20.34
Sargus,-71.0,42.27,18.9,0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68
Sargus,-71.008,42.2745,20.0,0.09744,0.0,5.96,0,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41
Sargus,-71.00399999999999,42.2865,21.0,0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77
Sargus,-71.02,42.2875,24.2,0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13
Lynnfield,-71.013,42.313,30.8,0.02763,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32
Lynnfield,-71.03,42.324,34.9,0.033589999999999995,75.0,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98
Peabody,-71.00399999999999,42.335,26.6,0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84
Peabody,-71.003,42.3235,25.3,0.1415,0.0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81
Peabody,-70.9775,42.3237,24.7,0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44
Peabody,-70.9675,42.317,21.2,0.12269,0.0,6.91,0,0.448,6.069,40.0,5.7209,3,233,17.9,389.39,9.55
Peabody,-70.9725,42.3075,19.3,0.17142000000000002,0.0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21
Peabody,-70.965,42.3075,20.0,0.18836,0.0,6.91,0,0.448,5.7860000000000005,33.3,5.1004,3,233,17.9,396.9,14.15
Peabody,-70.956,42.3125,16.6,0.22927,0.0,6.91,0,0.448,6.03,85.5,5.6894,3,233,17.9,392.74,18.8
Peabody,-70.955,42.3165,14.4,0.25387,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81
Peabody,-70.9525,42.3208,19.4,0.21977,0.0,6.91,0,0.448,5.602,62.0,6.0877,3,233,17.9,396.9,16.2
Danvers,-70.95100000000001,42.333999999999996,19.7,0.08872999999999999,21.0,5.64,0,0.439,5.962999999999999,45.7,6.8147,4,243,16.8,395.56,13.45
Danvers,-70.96300000000001,42.3382,20.5,0.04337,21.0,5.64,0,0.439,6.115,63.0,6.8147,4,243,16.8,393.97,9.43
Danvers,-70.958,42.346000000000004,25.0,0.0536,21.0,5.64,0,0.439,6.511,21.1,6.8147,4,243,16.8,396.9,5.28
Danvers,-70.97800000000001,42.3425,23.4,0.04981,21.0,5.64,0,0.439,5.997999999999998,21.4,6.8147,4,243,16.8,396.9,8.43
Middleton,-71.0175,42.3715,18.9,0.0136,75.0,4.0,0,0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8
Topsfield,-70.9625,42.381,35.4,0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81
Hamilton,-70.93,42.373999999999995,24.7,0.02055,85.0,0.74,0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,396.9,5.77
Wenham,-70.9295,42.3715,31.6,0.01432,100.0,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95
Beverly,-70.9385,42.346000000000004,23.3,0.15445,25.0,5.13,0,0.453,6.145,29.2,7.8148,8,284,19.7,390.68,6.86
Beverly,-70.94,42.332,19.6,0.10328,25.0,5.13,0,0.453,5.9270000000000005,47.2,6.932,8,284,19.7,396.9,9.22
Beverly,-70.93,42.336999999999996,18.7,0.14932,25.0,5.13,0,0.453,5.7410000000000005,66.2,7.2254,8,284,19.7,395.11,13.15
Beverly,-70.93,42.3275,16.0,0.17171,25.0,5.13,0,0.453,5.966,93.4,6.8185,8,284,19.7,378.08,14.44
Beverly,-70.9215,42.332,22.2,0.11027,25.0,5.13,0,0.453,6.456,67.8,7.2255,8,284,19.7,396.9,6.73
Beverly,-70.9075,42.339,25.0,0.1265,25.0,5.13,0,0.453,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5
Manchester,-70.86,42.345,33.0,0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05
North Reading,-71.045,42.345,23.5,0.03584,80.0,3.37,0,0.398,6.29,17.8,6.6115,4,337,16.1,396.9,4.67
North Reading,-71.069,42.3525,19.4,0.04379,80.0,3.37,0,0.398,5.787000000000001,31.1,6.6115,4,337,16.1,396.9,10.24
Wilmington,-71.09,42.3362,22.0,0.05789,12.5,6.07,0,0.409,5.877999999999999,21.4,6.497999999999999,4,345,18.9,396.21,8.1
Wilmington,-71.108,42.34,17.4,0.13554000000000002,12.5,6.07,0,0.409,5.5939999999999985,36.8,6.497999999999999,4,345,18.9,396.9,13.09
Wilmington,-71.111,42.327,20.9,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999999,4,345,18.9,396.9,8.79
Burlington,-71.12100000000001,42.316,24.2,0.08826,0.0,10.81,0,0.413,6.417000000000002,6.6,5.2873,4,305,19.2,383.73,6.72
Burlington,-71.1095,42.3008,21.7,0.15875999999999998,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88
Burlington,-71.13,42.305,22.8,0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52
Burlington,-71.123,42.292,23.4,0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54
Woburn,-71.1105,42.288999999999994,24.1,0.07896,0.0,12.83,0,0.4370000000000001,6.273,6.0,4.2515,5,398,18.7,394.92,6.78
Woburn,-71.1,42.2875,21.4,0.09512,0.0,12.83,0,0.4370000000000001,6.2860000000000005,45.0,4.5026,5,398,18.7,383.23,8.94
Woburn,-71.09,42.2835,20.0,0.10153,0.0,12.83,0,0.4370000000000001,6.279,74.5,4.0522,5,398,18.7,373.66,11.97
Woburn,-71.07600000000001,42.2895,20.8,0.08707000000000001,0.0,12.83,0,0.4370000000000001,6.14,45.8,4.0905,5,398,18.7,386.96,10.27
Woburn,-71.0905,42.295,21.2,0.05646,0.0,12.83,0,0.4370000000000001,6.232,53.7,5.0141,5,398,18.7,386.4,12.34
Woburn,-71.09100000000001,42.305,20.3,0.08387,0.0,12.83,0,0.4370000000000001,5.874,36.6,4.5026,5,398,18.7,396.06,9.1
Reading,-71.0685,42.308,28.0,0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281,19.0,396.9,5.29
Reading,-71.069,42.315,23.9,0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281,19.0,395.63,7.22
Reading,-71.0675,42.326,24.8,0.03659,25.0,4.86,0,0.426,6.3020000000000005,32.2,5.4007,4,281,19.0,396.9,6.72
Reading,-71.0575,42.317,22.9,0.03551,25.0,4.86,0,0.426,6.167000000000002,46.7,5.4007,4,281,19.0,390.64,7.51
Wakefield,-71.043,42.3075,23.9,0.05059,0.0,4.49,0,0.449,6.3889999999999985,48.0,4.7794,3,247,18.5,396.9,9.62
Wakefield,-71.05,42.3,26.6,0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,392.3,6.53
Wakefield,-71.033,42.305,22.5,0.05188,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86
Wakefield,-71.039,42.2885,22.2,0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,8.44
Melrose,-71.042,42.2796,23.6,0.0566,0.0,3.41,0,0.489,7.0070000000000014,86.3,3.4217,2,270,17.8,396.9,5.5
Melrose,-71.0345,42.2785,28.7,0.053020000000000005,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7
Melrose,-71.03,42.272,22.6,0.04684,0.0,3.41,0,0.489,6.417000000000002,66.1,3.0923,2,270,17.8,392.18,8.81
Melrose,-71.0425,42.2715,22.0,0.03932,0.0,3.41,0,0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2
Stoneham,-71.053,42.283,22.9,0.04203,28.0,15.04,0,0.464,6.442,53.6,3.6659,4,270,18.2,395.01,8.16
Stoneham,-71.062,42.29600000000001,25.0,0.02875,28.0,15.04,0,0.464,6.211,28.9,3.6659,4,270,18.2,396.33,6.21
Stoneham,-71.0615,42.284,20.6,0.04294,28.0,15.04,0,0.464,6.249,77.3,3.615,4,270,18.2,396.9,10.59
Winchester,-71.07600000000001,42.2775,28.4,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65
Winchester,-71.085,42.2775,21.4,0.11504,0.0,2.89,0,0.445,6.1629999999999985,69.6,3.4952,2,276,18.0,391.83,11.34
Winchester,-71.089,42.2715,38.7,0.12083,0.0,2.89,0,0.445,8.068999999999999,76.0,3.4952,2,276,18.0,396.9,4.21
Winchester,-71.0982,42.2685,43.8,0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18.0,393.53,3.57
Winchester,-71.08,42.268,33.2,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19
Medford,-71.0668,42.2545,27.5,0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384,20.9,394.76,9.42
Medford,-71.081,42.245,26.5,0.11432,0.0,8.56,0,0.52,6.7810000000000015,71.3,2.8561,5,384,20.9,395.58,7.67
Medford,-71.0812,42.2515,18.6,0.22876,0.0,8.56,0,0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63
Medford,-71.077,42.248999999999995,19.3,0.21161,0.0,8.56,0,0.52,6.1370000000000005,87.4,2.7147,5,384,20.9,394.47,13.44
Medford,-71.069,42.248000000000005,20.1,0.1396,0.0,8.56,0,0.52,6.167000000000002,90.0,2.421,5,384,20.9,392.69,12.33
Medford,-71.0662,42.2425,19.5,0.13262000000000002,0.0,8.56,0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47
Medford,-71.0622,42.2431,19.5,0.1712,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
Medford,-71.0553,42.2465,20.4,0.13117,0.0,8.56,0,0.52,6.127000000000002,85.2,2.1224,5,384,20.9,387.69,14.09
Medford,-71.055,42.2505,19.8,0.12802,0.0,8.56,0,0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27
Medford,-71.06,42.254,19.4,0.26363000000000003,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55
Medford,-71.056,42.2605,21.7,0.10793,0.0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13.0
Malden,-71.0475,42.261,22.8,0.10084,0.0,10.01,0,0.547,6.715,81.6,2.6775,6,432,17.8,395.59,10.16
Malden,-71.04899999999999,42.253,18.8,0.12329,0.0,10.01,0,0.547,5.9129999999999985,92.9,2.3534,6,432,17.8,394.95,16.21
Malden,-71.0428,42.258,18.7,0.22212,0.0,10.01,0,0.547,6.0920000000000005,95.4,2.548,6,432,17.8,396.9,17.09
Malden,-71.0396,42.2512,18.5,0.14231,0.0,10.01,0,0.547,6.254,84.2,2.2565,6,432,17.8,388.74,10.45
Malden,-71.0355,42.2545,18.3,0.17134000000000002,0.0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76
Malden,-71.036,42.2608,21.2,0.13158,0.0,10.01,0,0.547,6.176,72.5,2.7301,6,432,17.8,393.3,12.04
Malden,-71.0285,42.262,19.2,0.15098,0.0,10.01,0,0.547,6.021,82.6,2.7474,6,432,17.8,394.51,10.3
Malden,-71.0285,42.258,20.4,0.13058,0.0,10.01,0,0.547,5.872000000000001,73.1,2.4775,6,432,17.8,338.63,15.37
Malden,-71.01899999999999,42.2605,19.3,0.14476,0.0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,391.5,13.61
Everett,-71.0243,42.2483,22.0,0.06899,0.0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,389.15,14.37
Everett,-71.0312,42.2505,20.3,0.07165,0.0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27
Everett,-71.0377,42.247,20.5,0.09299,0.0,25.65,0,0.581,5.961,92.9,2.0869,2,188,19.1,378.09,17.93
Everett,-71.03699999999999,42.2435,17.3,0.15038,0.0,25.65,0,0.581,5.856,97.0,1.9444,2,188,19.1,370.31,25.41
Everett,-71.0308,42.245,18.8,0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58
Everett,-71.0262,42.2431,21.4,0.16902,0.0,25.65,0,0.581,5.9860000000000015,88.4,1.9929,2,188,19.1,385.02,14.81
Everett,-71.0333,42.2395,15.7,0.38735,0.0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26
Somerville,-71.053,42.2355,16.2,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437,21.2,392.11,17.19
Somerville,-71.058,42.235,18.0,0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39
Somerville,-71.0638,42.2368,14.3,0.88125,0.0,21.89,0,0.624,5.6370000000000005,94.7,1.9799,4,437,21.2,396.9,18.34
Somerville,-71.0692,42.239,19.2,0.34006,0.0,21.89,0,0.624,6.457999999999998,98.9,2.1185,4,437,21.2,395.04,12.6
Somerville,-71.075,42.24,19.6,1.19294,0.0,21.89,0,0.624,6.3260000000000005,97.7,2.271,4,437,21.2,396.9,12.26
Somerville,-71.0745,42.2405,23.0,0.59005,0.0,21.89,0,0.624,6.372000000000001,97.9,2.3274,4,437,21.2,385.76,11.12
Somerville,-71.079,42.245,18.4,0.32982,0.0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03
Somerville,-71.07600000000001,42.2405,15.6,0.97617,0.0,21.89,0,0.624,5.7570000000000014,98.4,2.346,4,437,21.2,262.76,17.31
Somerville,-71.075,42.2362,18.1,0.55778,0.0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96
Somerville,-71.0677,42.2335,17.4,0.32264,0.0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9
Somerville,-71.063,42.2325,17.1,0.35233000000000003,0.0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59
Somerville,-71.062,42.2275,13.3,0.2498,0.0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32
Somerville,-71.0568,42.23,17.8,0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46
Somerville,-71.0518,42.2312,14.0,0.2909,0.0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16
Somerville,-71.0543,42.2265,14.4,1.62864,0.0,21.89,0,0.624,5.019,100.0,1.4394,4,437,21.2,396.9,34.41
Cambridge,-71.048,42.2222,13.4,3.32105,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403,14.7,396.9,26.82
Cambridge,-71.0519,42.223,15.6,4.0974,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403,14.7,396.9,26.42
Cambridge,-71.051,42.2205,11.8,2.7797400000000003,0.0,19.58,0,0.871,4.9030000000000005,97.8,1.3459,5,403,14.7,396.9,29.29
Cambridge,-71.054,42.218999999999994,13.8,2.37934,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403,14.7,172.91,27.8
Cambridge,-71.059,42.221000000000004,15.6,2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,169.27,16.65
Cambridge,-71.0555,42.2222,14.6,2.36862,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53
Cambridge,-71.0567,42.224,17.8,2.3309900000000003,0.0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32
Cambridge,-71.058,42.223,15.4,2.73397,0.0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45
Cambridge,-71.062,42.2236,21.5,1.6566,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403,14.7,372.8,14.1
Cambridge,-71.0622,42.2205,19.6,1.49632,0.0,19.58,0,0.871,5.404,100.0,1.5916,5,403,14.7,341.6,13.28
Cambridge,-71.059,42.217,15.3,1.12658,0.0,19.58,1,0.871,5.012,88.0,1.6102,5,403,14.7,343.28,12.12
Cambridge,-71.0645,42.215,19.4,2.14918,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79
Cambridge,-71.0662,42.2162,17.0,1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403,14.7,321.02,15.12
Cambridge,-71.068,42.215,15.6,3.53501,0.0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02
Cambridge,-71.0667,42.22,13.1,2.44668,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403,14.7,88.63,16.14
Cambridge,-71.069,42.2285,41.3,1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59
Cambridge,-71.067,42.2245,24.3,1.34284,0.0,19.58,0,0.605,6.066,100.0,1.7573,5,403,14.7,353.89,6.43
Cambridge,-71.065,42.2223,23.3,1.4250200000000002,0.0,19.58,0,0.871,6.51,100.0,1.7659,5,403,14.7,364.31,7.39
Cambridge,-71.07,42.2214,27.0,1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5
Cambridge,-71.0735,42.2282,50.0,1.46336,0.0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73
Cambridge,-71.077,42.225,50.0,1.83377,0.0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92
Cambridge,-71.0815,42.225,50.0,1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32
Cambridge,-71.0918,42.2265,22.7,2.24236,0.0,19.58,0,0.605,5.854,91.8,2.4219999999999997,5,403,14.7,395.11,11.64
Cambridge,-71.082,42.2295,25.0,2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403,14.7,240.16,9.81
Cambridge,-71.077,42.2305,50.0,2.01019,0.0,19.58,0,0.605,7.9289999999999985,96.2,2.0459,5,403,14.7,369.3,3.7
Cambridge,-71.0866,42.2345,23.8,1.80028,0.0,19.58,0,0.605,5.877000000000002,79.2,2.4259,5,403,14.7,227.61,12.14
Cambridge,-71.074,42.2331,23.8,2.3004,0.0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1
