TOWN,LON,LAT,MEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
Hingham,-70.9325,42.123000000000005,31.2,0.03049,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61
Rockland,-70.947,42.0725,17.5,0.03113,0.0,4.39,0,0.442,6.0139999999999985,48.5,8.0136,3,352,18.8,385.64,10.53
Rockland,-70.9501,42.0825,17.2,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67
Hanover,-70.9275,42.0795,23.1,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36
Norwell,-70.92,42.1016,24.5,0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99
Scituate,-70.855,42.13,26.6,0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89
Scituate,-70.833,42.115,22.9,0.06211000000000001,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98
Marshfield,-70.83,42.0775,24.1,0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49
Marshfield,-70.81,42.059,18.6,0.07244,60.0,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79
Duxbury,-70.83,42.0485,30.1,0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.5
Pembroke,-70.85300000000001,42.052,18.2,0.04301,80.0,1.91,0,0.413,5.6629999999999985,21.9,10.5857,4,334,22.0,382.8,8.05
Pembroke,-70.8525,42.03,20.6,0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,376.04,5.57
Boston Allston-Brighton,-71.083,42.2172,17.8,8.98296,0.0,18.1,1,0.77,6.2120000000000015,97.4,2.1222,24,666,20.2,377.73,17.6
Boston Allston-Brighton,-71.095,42.211999999999996,21.7,3.8497,0.0,18.1,1,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27
Boston Allston-Brighton,-71.1007,42.21,22.7,5.20177,0.0,18.1,1,0.77,6.127000000000002,83.4,2.7227,24,666,20.2,395.43,11.48
Boston Allston-Brighton,-71.093,42.207,22.6,4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67
Boston Allston-Brighton,-71.0905,42.2033,25.0,4.541919999999998,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79
Boston Allston-Brighton,-71.0865,42.21,19.9,3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19
Boston Allston-Brighton,-71.081,42.208,20.8,3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19
Boston Allston-Brighton,-71.0865,42.215,16.8,4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64
Boston Back Bay,-71.059,42.2098,21.9,3.4742800000000003,0.0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29
Boston Back Bay,-71.0595,42.2075,27.5,4.55587,0.0,18.1,0,0.718,3.5610000000000004,87.9,1.6132,24,666,20.2,354.7,7.12
Boston Back Bay,-71.054,42.2052,21.9,3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14.0
Boston Back Bay,-71.0508,42.207,23.1,13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666,20.2,131.42,13.33
Boston Back Bay,-71.048,42.2105,50.0,4.8982199999999985,0.0,18.1,0,0.631,4.97,100.0,1.3325,24,666,20.2,375.52,3.26
Boston Back Bay,-71.0497,42.2125,50.0,5.669980000000002,0.0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73
Boston Beacon Hill,-71.0422,42.2144,50.0,6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96
Boston Beacon Hill,-71.0417,42.216,50.0,9.2323,0.0,18.1,0,0.631,6.216,100.0,1.1691,24,666,20.2,366.15,9.53
Boston Beacon Hill,-71.0397,42.2182,50.0,8.26725,0.0,18.1,1,0.6679999999999999,5.875,89.6,1.1296,24,666,20.2,347.88,8.88
Boston North End,-71.0339,42.2207,13.8,11.1081,0.0,18.1,0,0.6679999999999999,4.9060000000000015,100.0,1.1742,24,666,20.2,396.9,34.77
Boston North End,-71.0346,42.2187,13.8,18.4982,0.0,18.1,0,0.6679999999999999,4.138,100.0,1.137,24,666,20.2,396.9,37.97
Boston Charlestown,-71.0367,42.224,15.0,19.6091,0.0,18.1,0,0.6709999999999999,7.313,97.9,1.3163,24,666,20.2,396.9,13.44
Boston Charlestown,-71.03399999999999,42.226000000000006,13.9,15.288,0.0,18.1,0,0.6709999999999999,6.649,93.3,1.3449,24,666,20.2,363.02,23.24
Boston Charlestown,-71.038,42.2265,13.3,9.82349,0.0,18.1,0,0.6709999999999999,6.794,98.8,1.358,24,666,20.2,396.9,21.24
Boston Charlestown,-71.04,42.2248,13.1,23.6482,0.0,18.1,0,0.6709999999999999,6.38,96.2,1.3861,24,666,20.2,396.9,23.69
Boston Charlestown,-71.04,42.2275,10.2,17.8667,0.0,18.1,0,0.6709999999999999,6.223,100.0,1.3861,24,666,20.2,393.74,21.78
Boston Charlestown,-71.046,42.23,10.4,88.9762,0.0,18.1,0,0.6709999999999999,6.968,91.9,1.4165,24,666,20.2,396.9,17.21
Boston East Boston,-71.041,42.229,10.9,15.8744,0.0,18.1,0,0.6709999999999999,6.545,99.1,1.5192,24,666,20.2,396.9,21.08
Boston East Boston,-71.023,42.2287,11.3,9.18702,0.0,18.1,0,0.7,5.5360000000000005,100.0,1.5804,24,666,20.2,396.9,23.6
Boston East Boston,-71.0215,42.227,12.3,7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56
Boston East Boston,-71.0245,42.2235,8.8,20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63
Boston East Boston,-71.0235,42.2213,7.2,16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81
Boston East Boston,-71.0228,42.2231,10.5,24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666,20.2,396.9,28.28
Boston East Boston,-71.0215,42.2248,7.4,22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99
Boston East Boston,-71.0195,42.2255,10.2,14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666,20.2,372.92,30.62
Boston East Boston,-71.0168,42.2281,11.5,8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85
Boston East Boston,-71.0109,42.23,15.1,6.96215,0.0,18.1,0,0.7,5.712999999999999,97.0,1.9265,24,666,20.2,394.43,17.11
Boston East Boston,-71.0035,42.233000000000004,23.2,5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76
Boston East Boston,-71.02,42.2205,9.7,11.5779,0.0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,396.9,25.68
Boston South Boston,-71.0167,42.201,13.8,8.64476,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17
Boston South Boston,-71.02,42.1993,12.7,13.3598,0.0,18.1,0,0.693,5.8870000000000005,94.7,1.7821,24,666,20.2,396.9,16.35
Boston South Boston,-71.02199999999999,42.1996,13.1,8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12
Boston South Boston,-71.02600000000001,42.1993,12.5,5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,20.2,396.9,19.37
Boston South Boston,-71.025,42.2024,8.5,7.67202,0.0,18.1,0,0.693,5.747000000000001,98.9,1.6334,24,666,20.2,393.1,19.92
Boston South Boston,-71.023,42.208999999999996,5.0,38.3518,0.0,18.1,0,0.693,5.4529999999999985,100.0,1.4896,24,666,20.2,396.9,30.59
Boston South Boston,-71.033,42.2032,6.3,9.91655,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97
Boston South Boston,-71.0326,42.2011,5.6,25.0461,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666,20.2,396.9,26.77
Boston South Boston,-71.03,42.2015,7.2,14.2362,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666,20.2,396.9,20.32
Boston South Boston,-71.03,42.1988,12.1,9.59571,0.0,18.1,0,0.693,6.404,100.0,1.639,24,666,20.2,376.11,20.31
Boston South Boston,-71.0332,42.198,8.3,24.8017,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666,20.2,396.9,19.77
Boston South Boston,-71.0345,42.2001,8.5,41.5292,0.0,18.1,0,0.693,5.5310000000000015,85.4,1.6074,24,666,20.2,329.46,27.38
Boston South Boston,-71.032,42.2057,5.0,67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666,20.2,384.97,22.98
Boston Downtown,-71.039,42.2198,11.9,20.7162,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,20.2,370.22,23.34
Boston Downtown,-71.0427,42.208999999999996,27.9,11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,12.13
Boston Downtown,-71.0437,42.205,17.2,7.40389,0.0,18.1,0,0.597,5.617000000000001,97.9,1.4547,24,666,20.2,314.64,26.4
Boston Downtown,-71.0455,42.206,27.5,14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78
Boston Downtown,-71.0462,42.2075,15.0,51.1358,0.0,18.1,0,0.597,5.7570000000000014,100.0,1.413,24,666,20.2,2.6,10.11
Boston Downtown,-71.0487,42.2048,17.2,14.0507,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666,20.2,35.05,21.22
Boston Downtown,-71.047,42.203,17.9,18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666,20.2,28.79,34.37
Boston Downtown,-71.0451,42.2015,16.3,28.6558,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666,20.2,210.97,20.08
Boston Roxbury,-71.042,42.1985,7.0,45.7461,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666,20.2,88.27,36.98
Boston Roxbury,-71.0455,42.1953,7.2,18.0846,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666,20.2,27.25,29.05
Boston Roxbury,-71.0477,42.1965,7.5,10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79
Boston Roxbury,-71.0498,42.2007,10.4,25.9406,0.0,18.1,0,0.679,5.3039999999999985,89.1,1.6475,24,666,20.2,127.36,26.64
Boston Roxbury,-71.0525,42.1989,8.8,73.5341,0.0,18.1,0,0.679,5.957000000000002,100.0,1.8026,24,666,20.2,16.45,20.62
Boston Roxbury,-71.0586,42.1999,8.4,11.8123,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74
Boston Roxbury,-71.0618,42.199,16.7,11.0874,0.0,18.1,0,0.718,6.4110000000000005,100.0,1.8589,24,666,20.2,318.75,15.02
Boston Roxbury,-71.065,42.2018,14.2,7.022589999999999,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7
Boston Roxbury,-71.0665,42.196999999999996,20.8,12.0482,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1
Boston Roxbury,-71.0619,42.1948,13.4,7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29
Boston Roxbury,-71.059,42.192,11.7,8.792119999999999,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16
Boston Roxbury,-71.0577,42.1967,8.3,15.8603,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39
Boston Roxbury,-71.0558,42.1937,10.2,12.2472,0.0,18.1,0,0.584,5.8370000000000015,59.7,1.9976,24,666,20.2,24.65,15.69
Boston Roxbury,-71.0542,42.1961,10.9,37.6619,0.0,18.1,0,0.679,6.202000000000001,78.7,1.8629,24,666,20.2,18.82,14.52
Boston Roxbury,-71.0521,42.193999999999996,11.0,7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52
Boston Roxbury,-71.0485,42.192,9.5,9.33889,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08
Boston Roxbury,-71.0547,42.18899999999999,14.5,8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64
Boston Roxbury,-71.0505,42.188,14.1,10.0623,0.0,18.1,0,0.584,6.832999999999998,94.3,2.0882,24,666,20.2,81.33,19.69
Boston Roxbury,-71.05199999999999,42.1854,16.1,6.44405,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03
Boston Savin Hill,-71.0495,42.1815,14.3,5.58107,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22
Boston Savin Hill,-71.0475,42.1842,11.7,13.9134,0.0,18.1,0,0.713,6.207999999999998,95.0,2.2222,24,666,20.2,100.63,15.17
Boston Savin Hill,-71.046,42.1867,13.4,11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27
Boston Savin Hill,-71.0455,42.1893,9.6,14.4208,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05
Boston Savin Hill,-71.0445,42.1917,8.2,15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45
Boston Savin Hill,-71.0445,42.1938,8.4,13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02
Boston Savin Hill,-71.03699999999999,42.193999999999996,12.8,9.39063,0.0,18.1,0,0.74,5.627000000000002,93.9,1.8172,24,666,20.2,396.9,22.88
Boston Savin Hill,-71.0321,42.1925,10.5,22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11
Boston Savin Hill,-71.0345,42.185,17.1,9.72418,0.0,18.1,0,0.74,6.4060000000000015,97.2,2.0651,24,666,20.2,385.96,19.52
Boston Savin Hill,-71.03399999999999,42.18899999999999,14.8,5.66637,0.0,18.1,0,0.74,6.2189999999999985,100.0,2.0048,24,666,20.2,395.69,16.59
Boston Savin Hill,-71.0378,42.1892,15.4,9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666,20.2,386.73,18.85
Boston Savin Hill,-71.0405,42.192,10.8,12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79
Boston Savin Hill,-71.0425,42.18899999999999,11.8,10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98
Boston Savin Hill,-71.039,42.1868,14.9,6.2880699999999985,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79
Boston Savin Hill,-71.03699999999999,42.184,12.6,9.92485,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44
Boston Savin Hill,-71.04,42.181999999999995,14.1,9.32909,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13
Boston Savin Hill,-71.0428,42.1845,13.0,7.52601,0.0,18.1,0,0.713,6.417000000000002,98.3,2.185,24,666,20.2,304.21,19.31
Boston Savin Hill,-71.046,42.181000000000004,13.4,6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44
Boston Savin Hill,-71.041,42.1795,15.2,5.44114,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73
Boston Savin Hill,-71.03399999999999,42.178999999999995,16.1,5.09017,0.0,18.1,0,0.713,6.2970000000000015,91.8,2.3682,24,666,20.2,385.09,17.27
Boston Savin Hill,-71.04,42.177,17.8,8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74
Boston Savin Hill,-71.0455,42.1768,14.4,9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71
Boston Savin Hill,-71.051,42.178000000000004,14.1,4.75237,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13
Boston Dorchester,-71.0517,42.1735,12.7,4.668830000000002,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01
Boston Dorchester,-71.0515,42.17,13.5,8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94
Boston Dorchester,-71.0475,42.169,14.9,7.75223,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23
Boston Dorchester,-71.043,42.169,20.0,6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7
Boston Dorchester,-71.043,42.1728,16.4,4.812130000000002,0.0,18.1,0,0.713,6.7010000000000005,90.0,2.5975,24,666,20.2,255.23,16.42
Boston Dorchester,-71.035,42.1745,17.7,3.69311,0.0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65
Boston Dorchester,-71.031,42.1695,19.5,6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99
Boston Dorchester,-71.0358,42.1675,20.2,5.82115,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29
Boston Dorchester,-71.045,42.163999999999994,21.4,7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22
Boston Dorchester,-71.055,42.165,19.9,3.1636,0.0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,334.4,14.13
Boston Dorchester,-71.055,42.1685,19.0,3.77498,0.0,18.1,0,0.655,5.952000000000001,84.7,2.8715,24,666,20.2,22.01,17.15
Boston Mattapan,-71.066,42.178000000000004,19.1,4.4222800000000015,0.0,18.1,0,0.584,6.002999999999999,94.5,2.5403,24,666,20.2,331.29,21.32
Boston Mattapan,-71.07,42.168,19.1,15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666,20.2,368.74,18.13
Boston Mattapan,-71.069,42.1725,20.1,13.0751,0.0,18.1,0,0.58,5.712999999999999,56.7,2.8237,24,666,20.2,396.9,14.76
Boston Mattapan,-71.074,42.168,19.9,4.34879,0.0,18.1,0,0.58,6.167000000000002,84.0,3.0334,24,666,20.2,396.9,16.29
Boston Mattapan,-71.0825,42.1698,19.6,4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87
Boston Mattapan,-71.0833,42.175,23.2,3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36
Boston Forest Hills,-71.0732,42.184,29.8,4.64689,0.0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66
Boston Forest Hills,-71.055,42.183,13.8,8.05579,0.0,18.1,0,0.584,5.4270000000000005,95.4,2.4298,24,666,20.2,352.58,18.14
Boston Forest Hills,-71.0511,42.1879,13.3,6.39312,0.0,18.1,0,0.584,6.162000000000001,97.4,2.206,24,666,20.2,302.76,24.1
Boston Forest Hills,-71.0565,42.188,16.7,4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68
Boston Forest Hills,-71.0528,42.192,12.0,15.0234,0.0,18.1,0,0.614,5.3039999999999985,97.3,2.1007,24,666,20.2,349.48,24.91
Boston Forest Hills,-71.0558,42.1913,14.6,10.232999999999999,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03
Boston Forest Hills,-71.067,42.1945,21.4,14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,383.32,13.11
Boston West Roxbury,-71.1008,42.174,23.0,5.82401,0.0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666,20.2,396.9,10.74
Boston West Roxbury,-71.095,42.173,23.7,5.7081800000000005,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74
Boston West Roxbury,-71.09,42.1665,25.0,5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666,20.2,395.28,7.01
Boston West Roxbury,-71.0975,42.1608,21.8,2.81838,0.0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666,20.2,392.92,10.42
Boston Hyde Park,-71.0804,42.153999999999996,20.6,2.37857,0.0,18.1,0,0.583,5.871,41.9,3.7239999999999998,24,666,20.2,370.73,13.34
Boston Hyde Park,-71.075,42.1455,21.2,3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58
Boston Hyde Park,-71.0715,42.155,19.1,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98
Boston Hyde Park,-71.065,42.161,20.6,4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45
Chelsea,-71.0189,42.2344,15.2,0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06
Chelsea,-71.0228,42.2335,7.0,0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97
Chelsea,-71.0245,42.2368,8.1,0.20746,0.0,27.74,0,0.609,5.093,98.0,1.8226,4,711,20.1,318.43,29.68
Chelsea,-71.016,42.2382,13.6,0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07
Chelsea,-71.0297,42.2447,20.1,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35
Revere,-71.0125,42.2462,21.8,0.17331,0.0,9.69,0,0.585,5.707000000000002,54.0,2.3817,6,391,19.2,396.9,12.01
Revere,-71.0125,42.25,24.5,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59
Revere,-71.0105,42.2547,23.1,0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6
Revere,-71.001,42.2525,19.7,0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14
Revere,-70.9947,42.2496,18.3,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1
Revere,-71.005,42.2455,21.2,0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92
Revere,-70.9985,42.243,17.5,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1
Revere,-70.992,42.238,16.8,0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33
Winthrop,-70.986,42.2312,22.4,0.06262999999999999,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67
Winthrop,-70.991,42.2275,20.6,0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21.0,396.9,9.08
Winthrop,-70.9948,42.226000000000006,23.9,0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273,21.0,396.9,5.64
Winthrop,-70.9875,42.224,22.0,0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21.0,393.45,6.48
Winthrop,-70.9825,42.221000000000004,19.0,0.04741,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273,21.0,396.9,7.88
